epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.38461538461538464,1.0755871303212037,0.3387096774193548,1.1060195594478233
2,0.4725274725274725,1.0580287747300576,0.4838709677419355,1.0379160998763404
3,0.46153846153846156,1.037869613843883,0.5483870967741935,1.0349606668446858
4,0.5604395604395604,1.0244983150318523,0.5806451612903226,0.9821099059643348
5,0.5934065934065934,1.0062555838196447,0.6612903225806451,0.9776085472565025
6,0.6153846153846154,0.9952881424406377,0.6612903225806451,0.9332147159749596
7,0.6153846153846154,0.9807373195624062,0.6612903225806451,0.9310373883421834
8,0.6373626373626373,0.9720438742681937,0.6612903225806451,0.8913328424378378
9,0.6153846153846154,0.9603329544510724,0.6612903225806451,0.8928860547367528
10,0.6373626373626373,0.9532989404965321,0.6612903225806451,0.8555680212793241
11,0.6153846153846154,0.9436856752278193,0.6612903225806451,0.8607527963459914
12,0.6153846153846154,0.9378754387724074,0.6612903225806451,0.8255340644105542
13,0.6153846153846154,0.9300461787449625,0.6612903225806451,0.8335744069662796
14,0.6153846153846154,0.9251855766277053,0.6612903225806451,0.8008135133496994
15,0.6153846153846154,0.9188755188364555,0.6612903225806451,0.8106446377239844
16,0.6153846153846154,0.914752619329777,0.6612903225806451,0.7804210807226708
17,0.6153846153846154,0.9096278023924053,0.6612903225806451,0.791116329563825
18,0.6153846153846154,0.9060678050939609,0.6612903225806451,0.7631978953200903
19,0.6153846153846154,0.9018193106274732,0.6612903225806451,0.7741945962758238
20,0.6153846153846154,0.8986964788054436,0.6612903225806451,0.7482958835558646
